work_hours,sleep_hours,stress_level,job_satisfaction,support_level,exercise_days,exercise_minutes,remote_work,caffeine_mg,screen_time_hours,burnout_score
30.483570765056164,7.528402365495483,1.6476885381006925,10.0,8.531693250553328,6.148794564576229,78.68819223261087,0,180.69738916611635,4.628682798964728,1
25.374150964109262,7.095286500912525,1.0,3.7749019746127974,10.0,7.0,32.141860035762086,0,113.67903697915156,3.381544447997063,1
35.32824384460777,7.440890366180131,1.0675282046879238,6.150503627573086,7.911234550949635,6.666383884564799,37.73509633866546,0,165.02792073382687,4.599619224841133,1
32.737199105233195,7.957700667928849,1.0,6.956895610648804,8.676489227204957,5.69952679423627,54.91708206519811,1,182.90179648412754,3.6687345250434666,1
29.044317975023777,5.706996542786891,1.0,9.393722471738247,10.0,6.757052421784956,53.265275764176394,0,137.95585217642844,6.660550625250522,1
25.309291691685203,6.319988569305321,1.0,6.738895390636866,9.268857765256044,7.0,68.31622689390036,1,116.43129907109446,5.0361814362231785,1
29.65631715701782,8.642211793789027,1.0,8.628682046672365,6.787330051987944,4.705690063878993,67.18788733591298,1,204.24960114283292,3.9432551852267768,1
27.620981274859073,8.639630200422454,1.7955954638959417,10.0,9.67636250398664,7.0,41.19413792398936,1,153.48188272952686,5.051488974301199,1
28.45880388267751,5.679097752065774,1.0,9.714225143023492,10.0,5.722594672589529,42.87259595660218,1,129.92971825661854,6.252172497287208,1
33.79093326466014,7.923783536722946,1.3145128958631718,10.0,9.351106587909666,6.036067180333133,65.09688254160963,0,134.3156738747137,3.304727577801822,1
29.48060138532288,7.927721938846556,1.0051134566424609,8.530825733249706,6.1692585158991715,5.869032015851961,49.85928225209846,1,117.90890923113524,5.822408245142133,1
20.0,6.723609858199405,2.4039587386592935,8.96289839097672,5.652990756019554,4.891202248346514,40.111207308952146,0,152.40920839764107,9.19486316872793,1
27.038195176094387,7.968214009000279,1.0,6.6626439247609355,10.0,7.0,66.8654792056457,0,113.62450180821044,7.607807958817282,1
34.961628767459516,6.786025848136898,1.0768949485845714,8.013135035593347,10.0,7.0,68.10384123453069,0,87.9734627573547,5.602844462209041,1
22.688481431369475,8.140259097301849,1.0,10.0,7.433493415327526,6.016907725691486,67.20275826054504,1,100.7654273426418,7.545829786625658,1
40.69581358134666,7.3421757088377735,1.0,6.119917104632404,10.0,7.0,41.9928076592567,1,160.01971401383506,6.019672314245463,1
24.599876392107547,7.898920363827671,1.2930724732986811,7.571297163947264,10.0,7.0,37.13044754196027,1,176.2621443453532,4.373230863004108,1
22.34785973439735,8.43664402659746,2.268389522403902,9.848972488112901,10.0,5.198538365030938,57.187927786424645,0,114.41942281497907,4.276284572551843,1
27.614491452929478,8.007818641483311,1.276690799330019,10.0,9.026003783755813,7.0,51.03014750143066,0,258.80676666358477,4.055476560900811,1
32.88590000406536,7.70864673113669,1.0,8.75173522223668,10.0,5.821306651482996,66.65574692355412,0,132.13940191731916,6.784598191485209,1
29.07046872065102,6.420927887954679,1.173180925851182,9.770634759457673,7.232285127597734,6.730587658918292,55.87313077669,1,104.28118808677507,6.808670736490679,1
33.330992720488695,6.707658570239888,2.382004604171943,10.0,7.792191255030943,6.956673679806279,58.858112364701604,1,170.6019074522419,11.279097235982082,1
30.854452553465833,8.802232306847266,1.9540017634932023,10.0,8.369461510719308,7.0,43.40762178193643,1,140.52725573039965,5.440545786940572,1
25.32668629074968,5.87817016168617,1.3573045419366339,8.170936389220216,9.16039742508163,5.160319589556165,49.97774128907899,1,121.38785162960127,6.519396623402014,1
24.34816684141432,7.883125256248642,1.0455718399038139,7.696799304788366,10.0,7.0,24.622861200135894,1,157.4581725907771,4.833251883671226,1
20.0,6.8948475889099115,2.6613017306081543,8.331505817699265,8.364306186978833,6.976650548655678,30.81659039238215,1,99.56464182659819,6.876792920582164,1
38.610780985063165,8.699131927217813,1.0,8.031531854267497,10.0,5.438495801571829,61.657291422193424,1,180.98536213717347,5.4708367886506775,1
23.337041717194595,6.371724192186807,1.0,5.010076856884702,6.39961431681312,7.0,74.84895710726855,0,207.65093156264462,3.3462067732308407,1
33.815818760774796,7.676899727686254,1.0,9.92420694852654,9.39811939114694,5.599674684261808,56.04703127485028,1,134.5874561255296,2.6539345262670135,1
34.402703808387315,7.051532988895336,3.111317641616252,10.0,9.141944831279492,7.0,53.3725316715473,1,161.2396747094013,4.565950720269109,1
26.959388748213623,7.1736657320078345,1.0,10.0,9.714030971930095,5.460635607109019,68.49399813149876,1,162.29198083506438,4.555448714102331,1
32.383773249761624,8.218403677131741,1.0,5.424656776136436,6.558859791436291,5.496195907728181,72.42905976620162,1,141.2927518709112,7.148165277980786,1
32.12708174494015,8.480176302667305,2.305478807154329,9.042007683265519,10.0,6.034599865109816,59.86249528732663,1,144.79427782529262,8.368476459759956,1
33.32613541273459,5.874621566531452,1.0,10.0,6.606679061572956,7.0,65.00584155204687,1,149.5101290861234,4.154118442771253,1
28.37902279096863,6.989504955154556,1.9751197334177513,8.705885236995723,7.349005606414977,6.01792123752051,61.193971814134365,1,127.451017887841,4.85004488964616,1
29.019113637637336,8.225775869281195,1.8725415914304793,10.0,8.045236538849359,5.503658835043366,75.40167049372258,0,162.4363026239202,7.713034325424328,1
32.2882981160101,7.50672813670324,1.0,6.994941270724382,8.96297372801522,6.067012041619792,59.84077840507134,1,116.91076225790708,6.2390297257006075,1
28.44436503065872,6.221056694194584,1.0,8.313597526737665,9.915352908857678,6.604478996778319,69.75256459537698,1,153.90704394195328,4.3404853242168,1
28.122550871294713,8.164664957912116,2.451143607795042,10.0,10.0,5.348978655667926,68.08480955081018,0,157.33368022953408,5.333602096555735,1
32.88154563240551,6.213817207594306,1.7840064109141682,8.684552083491793,6.289884088964135,7.0,27.848030125059758,0,163.67023903108637,8.314256258823828,1
32.75211919093025,7.089763011004264,1.0,9.983838343013012,6.359533585958715,7.0,72.69160181081931,1,131.2329739158118,5.943216286634775,1
22.513270657166707,8.007588865225621,1.0,9.551270315774815,9.557446069941323,2.8216030980264,41.48059272002998,0,150.20974798872732,5.570470890647113,1
25.74967264260378,8.289516599014165,1.0,8.715241029957413,9.240591263423799,7.0,65.67422317133335,1,105.01431632648523,4.25816038162643,1
26.480677822845365,7.909000352749779,3.047398921130238,9.229722936427791,10.0,6.754959354360962,72.29867779642683,1,140.04143406083705,6.957356426431533,1
31.226879747925736,9.035298224199016,1.0,10.0,10.0,3.8618907703653287,37.25112231001337,1,68.43071288959598,5.800201628760134,1
20.0,7.179952170623918,2.3344456408641356,10.0,9.661401114127864,6.477922612047595,66.9460814454449,0,165.3626179575723,5.45095787785886,1
20.0,7.577546627153879,1.0,10.0,9.733196492193697,5.090180320508967,47.2919962399496,1,107.63145912444193,8.58263891293221,1
26.40319996233171,7.219983195976,1.0,7.369001853423023,7.881949013532286,4.348866696151214,52.12700764130061,0,228.58900531665557,5.552895327957593,1
24.50137246003707,7.880646577400889,1.0,8.558060800933553,10.0,7.0,47.04248278584209,0,126.9672703742128,9.061212615100896,1
26.44637867691403,7.040142483978123,1.0,10.0,7.024128308406917,6.542930839351739,69.52934734456632,1,144.88329634076933,4.066689339099361,1
20.0,7.87013030253389,1.0,6.155492580804651,7.706854231514947,4.8776779945784074,80.30712452608847,1,185.26559027797802,4.189038820772355,1
27.983520398363233,10.040996070159055,2.0145326926872977,8.11899088225295,10.0,5.9178962153038785,44.973970475450976,0,187.04710190126565,8.364124960705196,1
21.007162130904295,8.229635903357238,1.0,8.025749232470607,7.815212151522262,5.204013845480276,55.72782441917241,1,116.76199534355848,6.085379903474713,1
